name,country,price,sku_link,alc,style,beer_type,desc
STEAMWORKS - TROPICAL TART ALE TALL CAN,Canada,$2.49,/product/112014,5%,Fruit Ale,Domestic Beer - BC Craft Beer,No info
STEEL & OAK - ROYAL CITY ALE CAN,Canada,$12.49,/product/612358,5%,Pale Ale,Domestic Beer - BC Craft Beer,"Lightly dry hopped for a gentle floral aroma and refreshingly smooth from a mix of classic pale malts, this Blonde Ale is named after the Royal City that it is handcrafted in.
"
STEINLAGER PURE TALL CAN 500ML,New Zealand,$2.49,/product/119733,5%,Lager,Import Beer,"Steinlager Pure uses a selection of New Zealand's finest hops, including a variety called Pacific Jade specially commissioned by Steinlager. Pacific Jade delivers a smooth, refreshing flavour designed to appeal to a new generation of premium beer drinkers.
"
STELLA ARTOIS,Canada,$14.29,/product/15327,5%,Lager,Domestic Beer - National Domestic Beer,No info
STELLA ARTOIS,Belgium,$26.99,/product/615674,5.2%,Pilsner,Import Beer,"Stella Artois is a premium European lager of noble traditions, that truly symbolizes European style and sophistication. It traces its' roots to 1366, has a full distinctive taste and is brewed with the finest barley and hops.
"
STELLA ARTOIS,Belgium,$38.99,/product/8923,5%,Lager,Import Beer,No info
STELLA ARTOIS,Canada,$26.99,/product/15011,5%,Lager,Domestic Beer - National Domestic Beer,No info
STELLA ARTOIS - CAN,Canada,$26.99,/product/15005,5%,Lager,Domestic Beer - National Domestic Beer,No info
STELLA ARTOIS - TALL CAN,Canada,$2.99,/product/15456,5%,Lager,Domestic Beer - National Domestic Beer,No info
STELLA ARTOIS CAN,Belgium,$26.99,/product/609735,5.2%,Pilsner,Import Beer,"Stella Artois is a premium European lager of noble traditions, that truly symbolizes European style and sophistication. It traces its' roots to 1366, has a full distinctive taste and is brewed with the finest barley and hops.
"
STELLA ARTOIS TALL CAN,Belgium,$2.99,/product/487264,5.2%,Pilsner,Import Beer,"Stella Artois is a premium European lager of noble traditions, that truly symbolizes European style and sophistication. It traces its' roots to 1366, has a full distinctive taste and is brewed with the finest barley and hops.
"
STIEGL - GRAPEFRUIT RADLER TALL CAN,Austria,$3.29,/product/319327,2.5%,Radler,Import Beer,"""Thirst quenching, with all-natural grapefruit flavours and lower alcohol this is an ideal refreshment on a hot summer's day!"" - Kim Giesbrecht, Category Manager for Wines of Australia, New Zealand, South Africa, BIBC & Cask
"
STIEGL - LAGER TALL CAN,Austria,$2.79,/product/521468,5%,Lager,Import Beer,"Stiegl Goldbräu (lager) boasts an unrivalled, well rounded, balanced and wonderfully thirst-quenching flavour. Mildly hopped with a refreshing bouquet, a magnificent fine head and pleasant aftertaste, Stiegl Goldbräu is the enjoyment of beer at the highest level. A full-bodied, full flavoured, gold lager with mild grainy notes, brewed in accordance with the Bavarian Purity Law.
"
STIEGL - ZITRONE RADLER TALL CAN,Austria,$3.39,/product/208813,2.5%,Other,Import Beer,"This is a super refreshing blend of zesty natural lemon juice and Stiegl lager. Naturally lightly hazy with a gentle sparkle. Delicate lemon and sweet maltly aromas and flavours. Lightly sweet, with balanced, refreshing tart lemon notes on the finish. Contains no artificial sugars and its low alcohol makes this easy to enjoy anytime.
"
STRAFFE HENDRIK QUADRUPEL,Belgium,$10.09,/product/368654,11%,Amber Ale,Import Beer,"A rich and intense dark beer of high fermentation. It is brewed using a subtle mixture of special malts, which give the beer an dark colour and a complex full malt character. Straffe Hendrik Quadruple combines a pure dryness with a rich fullness, flavoured with just a hint of fruit. 
"
STRANGE FELLOWS BREWING - JONGLEUR WITBIER TALL CANS,Canada,$12.49,/product/741629,4.5%,Wheat,Domestic Beer - BC Craft Beer,"Bright and refreshing this hazy straw-coloured Belgian style Wit beer is silky-bodied and aromatic with a light and spicy character. This is a beer all about the traditional and unique yeast culture used to brew it, with hops playing only a secondary role.
"
STRANGE FELLOWS BREWING - POPINJAY TALL CAN,Canada,$12.79,/product/462036,4.5%,Sour,Domestic Beer - BC Craft Beer,"Strange Fellows Popinjay is a refreshing, crisp, and delicious take on a West Coast sour. Brewed with Citra and Vic Secret hops, this sour has big tropical fruit notes of mango, passionfruit, and citrus peel, with floral and pine accents. It pairs beautifully with fish and chips, poutine, or pork chops — so bring it along to your next summer backyard get-together.
"
STRANGE FELLOWS BREWING - TALISMAN PALE ALE CAN,Canada,$12.49,/product/508739,4.2%,Pale Ale,Domestic Beer - BC Craft Beer,"The Siren of the Seas is a fickle creature: benevolent or spiteful, she can bestow a safe passage and a bountiful catch, or provoke storms and shipwrecks. Sailors have long cast gifts of flowers, food or trinkets into the sea in exchange for good fortune. Talisman – our delicately dry-hopped and golden-hued ale with its tropical and citrusy aroma – may be just the thing to encourage the Siren’s blessing. Pair with anything from burgers, cheese, fish and chips, pizza to sunshine. 
"
STRATHCONA - BEACH CRANBERRY MANDARIN RADLER CAN,Canada,$12.99,/product/148893,4%,Other,Domestic Beer - BC Craft Beer,"A precise blend of beer, fresh cranberry and mandarin orange juice. A light and effervescent beer that is easy to drink with a tart, clean finish.
"
STRATHCONA - BIG SEXY FUNK IPA TALL CAN,Canada,$13.49,/product/131014,5.5%,India Pale Ale,Domestic Beer - BC Craft Beer,"Strathcona Beer Company has launched a colourful Pride-themed four-pack dubbed the Big Sexy Funk India Pale Ale. Available in a tall can four-pack, this hazy and dry IPA is packed with aromatic accents of citrus and fresh tropical fruit notes."
STROH CANADA - COLT 45 MALT LIQUOR CAN,Canada,$7.99,/product/561035,8%,Other,Domestic Beer - National Domestic Beer,"A well recognized and popular malt liquor brand throughout North America. Colt 45 has a distinctive taste profile that starts off crisp and finishes smooth and easy. Colt 45 is a tried and true favourite among consumers who agree, “It Works Every Time!”
"
STROH CANADA - OLD MILWAUKEE CAN,Canada,$20.99,/product/606285,4.9%,Lager,Domestic Beer - National Domestic Beer,"Old Milwaukee offers a beer that is crisp, clean and is made for easy-drinking. For a great beer at a great price, it doesn’t get any better than this!
"
STROH CANADA - OLD MILWAUKEE CAN,Canada,$32.49,/product/606293,4.9%,Lager,Domestic Beer - National Domestic Beer,"Old Milwaukee offers a beer that is crisp, clean and is made for easy-drinking. For a great beer at a great price, it doesn’t get any better than this!
"
STROH CANADA - OLD MILWAUKEE CANS,Canada,$11.99,/product/54965,4.9%,Lager,Domestic Beer - National Domestic Beer,"Old Milwaukee offers a beer that is crisp, clean and is made for easy-drinking. 
"
STROH CANADA - PABST BLUE RIBBON CAN,Canada,$21.49,/product/175612,4.9%,Lager,Domestic Beer - National Domestic Beer,"The Original Pabst Blue Ribbon beer uses the choicest of nature’s products to provide its prized flavour. The original smoothness goes down easy – without even a hint of bitter aftertaste.
"
STROH CANADA - PABST BLUE RIBBON CAN,Canada,$12.29,/product/89888,4.9%,Lager,Domestic Beer - National Domestic Beer,"The Original Pabst Blue Ribbon beer uses the choicest of nature’s products to provide its prized flavour. The original smoothness goes down easy – without even a hint of bitter aftertaste.
"
STROH CANADA - RAINIER CAN,Canada,$20.29,/product/606269,5%,Lager,Domestic Beer - National Domestic Beer,"A great American-style lager of excellent quality and value! Our use of fresh ingredients and pure mountain water create a beer that is smooth and drinkable with an overall crisp, fresh taste. Celebrating our Pacific Northwest roots, we have kept customers satisfied with our Mountain Fresh taste since 1878.  
"
TIGER BEER,Singapore,$12.79,/product/536490,5%,Lager,Import Beer,No info
TIN WHISTLE - KILLER BEE DARK HONEY ALE,Canada,$5.99,/product/686071,6%,Brown Ale,Domestic Beer - BC Craft Beer,No info
TIN WHISTLE - PEACH CREAM ALE,Canada,$5.99,/product/944116,5%,Cream Ale,Domestic Beer - BC Craft Beer,No info
TOFINO - BLONDE ALE 650ML,Canada,$5.29,/product/77800,5.5%,Blonde Ale,Domestic Beer - BC Craft Beer,"The Blonde Ale pours a golden, straw colour with ample white head. Light to medium, buscuity malt body is balanced by an earthy hop finish with subtle notes of lemon and honey. Zingy, velvety carbonation gives this beer the clean, crisp finish of an exceptionally sessionable light ale."
TOFINO BREWING - TUFF SESSION ALE,Canada,$5.29,/product/252932,5%,Pale Ale,Domestic Beer - BC Craft Beer,"Pale ale; bright, copper colour; toasty malt palate; Pacific Northwest hops; medium body; clean, dry finish.
"
TREE - THIRSTY BEAVER AMBER ALE,Canada,$12.49,/product/908871,5%,Amber Ale,Domestic Beer - BC Craft Beer,No info
TREE BREWING - CUTTHROAT PALE ALE TALL CAN,Canada,$2.29,/product/225519,5%,Pale Ale,Domestic Beer - BC Craft Beer,"Predominant toffee, chewy malt profile is balanced with distinct citrus and earthy hop aromas.
"
TREE BREWING - KELOWNA PILSNER TALL CAN,Canada,$2.29,/product/225527,4.8%,Pilsner,Domestic Beer - BC Craft Beer,"Style: Pilsner. Body: Light. Alcohol: 4.8%. IBU: 17. Hops: Perle, Czech Saaz Malt: Pale, Crystal, Munich 90. Notes: Refreshing malt flavour and a mild hop finish. Food Pairing: sushi, chicken, grilled salmon and Salads.
"
TREE BREWING - SEASON PASS 8 PACK TALL CANS,Canada,$18.99,/product/87013,5%,Variety Pack,Domestic Beer - BC Craft Beer,"The perfect selection of craft beer… in new format 473 ml cans! Featuring 4 beer recipes: NEW Spy Raspberry Porter, and popular brands Cutthroat West Coast Ale, Thirsty Beaver Amber Ale and Vertical Winter Ale with Vanilla."
TREE BREWING - THIRSTY BEAVER AMBER ALE TALL CAN,Canada,$2.29,/product/225522,5%,Amber Ale,Domestic Beer - BC Craft Beer,"Style: Amber Ale. Body: Medium. Alcohol: 5%. IBU: 20. Hops: Perle, Cascade. Malt: Pale, Dark Munich, Crystal. Notes: Distinct malt character with caramel and nut undertones. Food Pairing: chicken, seafood, burgers, cheddar cheese.
"
TSINGTAO,China,$10.99,/product/293787,4.5%,Lager,Import Beer,"Tsingtao has a crisp and refreshing flavour, with a nutty, sweet taste. It will complement spicy and flavourful Asian cuisine.
"
TUBORG,Turkey,$11.99,/product/758078,5.5%,Pilsner,Import Beer,No info
TUBORG GREEN,Denmark,$2.09,/product/814095,4.6%,Pilsner,Import Beer,"Tuborg Green is a bottom-fermented lager beer. It's brewed on lager malt, a slightly roasted, bright type of malt which results in the well-known mild, fresh taste and aroma of flowers and grain. The beer is medium rich and lively with a moderate bitterness in the aftertaste. 
"
TUBORG TALL CAN,Turkey,$1.99,/product/859132,5.5%,Pilsner,Import Beer,No info
TWA DOGS - PARTING KISS BOURBON BARREL ALE TALL CANS,Canada,$13.79,/product/183619,7%,Strong Ale,Domestic Beer - BC Craft Beer,No info
TWA DOGS - THE DOG PACK PREMIUM 8-PACK CAN MIXER,Canada,$23.29,/product/189843,5.93%,Pale Ale,Domestic Beer - BC Craft Beer,No info
TWIN SAILS BREWING - DAT JUICE TALL CAN,Canada,$13.29,/product/17216,5.2%,Pale Ale,Domestic Beer - BC Craft Beer,"Dat Juice is an unfiltered pale ale brewed with large amounts of flaked and malted wheat, then heavily dry hopped with %100 Citra hops. It pours a cloudy pale straw colour with bright aromatics of grapefruit, pineapple and mango.
"
TYSKIE,Poland,$2.69,/product/696864,5.3%,Lager,Import Beer,"Tyskie beer combines only top-quality ingredients. The best varieties of barley are used to produce malt and hops to provide the beer with its characteristic bitter taste, and Gronie Springs provide it's crystal clear water. Tyskie beer is bright golden amber. On the nose, light malt, hops and citrus aromas. On the palate it is light with a creamy mouthfeel and hints of bitter hops on the finish.
"
UNIBROUE - COLLECTION PACK,Canada,$23.49,/product/613406,8%,Variety Pack,Domestic Beer - National Domestic Beer,"The Winter Unibroue Collection pack features six of our unique-tasting craft beers. Included in the pack is La Fin du Monde, Trois Pistoles, Don de Dieu, Blonde du Chambly, and a limited edition feature, Terrible, a Quadruple with caramel and roasted malt with subtle fruit flavours. 
"
UNIBROUE - LA FIN DU MONDE,Canada,$6.99,/product/689216,9%,Strong Ale,Domestic Beer - National Domestic Beer,"A 9%  triple fermented blonde ale with a golden hue. Wild spices with hints of yeast and noble hops round out the aroma. This complex ale is well balanced on the palate with a chorus of fruit, spice and hop notes that make this highly effervescent “liquid gold” so distinctive. 
"
URPINER - EXCLUSIVE GOLDEN CRAFT BEER TALL CAN,Slovak Republic,$1.99,/product/52423,7%,Lager,Import Beer,"Urpiner Exclusive Beer is craft brewed with Levicky Pilsen Barley Malt and Saaz ""Noble"" Hops that impart a medium to high crispness, distinctive hoppiness, with a bright golden colour and rich foam.
"
VAN STEENBERGE - GULDEN DRAAK,Belgium,$3.99,/product/349910,10.5%,Belgian Ale,Import Beer,"This bottle conditioned, unique, dark tripel is brewed with roasted malts. It is a thirst quenching beer with fruity, zesty aromas and full mouthfeel.  Caramel, toffee, roast malt and coffee flavours precede a long, bitter-sweet finish. It is a perfect complement to red meat, strong cheese and chocolate.
"
VANCOUVER ISLAND - BEACHCOMBER HEFEWEIZEN TALL CAN,Canada,$11.99,/product/111763,5.3%,Wheat,Domestic Beer - BC Craft Beer,"A traditional German style, Beachcomber Hefeweizen showcases a brilliant haze, as well as flavours of banana and clove. Relax and enjoy, you've found the perfect ale for a sunny day!
"
VANCOUVER ISLAND - BROKEN ISLANDS HAZY IPA CAN,Canada,$12.49,/product/233610,6%,India Pale Ale,Domestic Beer - BC Craft Beer,"This Hazy IPA is anything but expected: bold citrus aromas and flavours lead to a lingering, juicy finish.
"
VANCOUVER ISLAND - DOMINION DARK LAGER CAN,Canada,$11.99,/product/130680,5.5%,Dark Lager,Domestic Beer - BC Craft Beer,"This Schwarzbier is as dark and crisp as the night sky, best seen from the Dominion Astrophysical Observatory in Saanich, BC, the town where they brewed their first beer.
"
VANCOUVER ISLAND - FALLER NORTH WEST PALE ALE CAN,Canada,$11.49,/product/126766,5.4%,Pale Ale,Domestic Beer - BC Craft Beer,"A classic Northwest Pale Ale, Faller has aromas of fresh pine and grapefruit, and a hearty malt finish.
"
VANCOUVER ISLAND - HERMANNATOR ICE BOCK TALL CAN,Canada,$13.49,/product/221452,9.5%,Bock,Domestic Beer - BC Craft Beer,"This German Ice Bock is our most complex and time consuming beer to make. Three months of cellaring results in a rich, malty body, with notes of chocolate and coffee. "
VANCOUVER ISLAND - TWISTED STALK BLACKBERRY,Canada,$11.99,/product/779728,5%,Fruit Ale,Domestic Beer - BC Craft Beer,"Inspired by the blackberries that grow wild on Vancouver Island, this crisp Helles lager has a bright, fruit aroma and subtle flavours of freshly-picked blackberries.
"
VANCOUVER ISLAND - VICTORIA PILSNER CAN,Canada,$10.99,/product/3660,5.5%,Lager,Domestic Beer - BC Craft Beer,"This golden pilsner is a rich, full-bodied beer with a nice hop bite. A celebration of the place our brewery calls home, Victoria Pilsner is our way of sharing a little piece of the island with you, no matter where you go.
"
WARSTEINER - DOUBLE HOPPED TALL CAN,Germany,$2.29,/product/517987,4.8%,Pilsner,Import Beer,"Twice hopped with the legendary Bavarian aroma hops ""Hallertauer Perle"" and ""Hallertauer Tradition."" Delivering a perfectly balanced, refreshing taste with a mild, distinctive hoppy bitterness. Subtle bottom fermenting yeast tones.
"
WARSTEINER PREMIUM FRESH,Germany,$11.79,/product/310763,0.1%,No info,De-Alcoholized Beer,No info
WARSTEINER PREMIUM PILSENER,Germany,$14.29,/product/129783,4.8%,Pilsner,Import Beer,"One of Germany’s best-selling brands, Warsteiner is the quintessential German Pilsner: light, crisp and very quaffable.
"
WARSTEINER PREMIUM VERUM TALL CAN,Germany,$10.29,/product/556720,4.8%,Pilsner,Import Beer,No info
WAYNE GRETZKY - PREMIUM LAGER TALL CAN,Canada,$7.99,/product/9090,5%,Lager,Domestic Beer - BC Craft Beer,No info
WELLS EAGLE IPA TALL CAN,United Kingdom,$8.99,/product/439828,5%,India Pale Ale,Import Beer,"Malty and full flavoured with a moderate hop character and a clean, dry finish: An easy-drinking IPA.
"
WERNESGRUNER PILS TALL CAN,Germany,$2.09,/product/438275,4.9%,Pilsner,Import Beer,"Wernesgruner is a fine example of a German pilsner, with its typically wonderful balance of grassy, herbal hops and grainy, bready malts in both the aroma and flavour.  It is clean, crisp, and packs a refreshing hop bitterness.  This well-carbonated beer has a dry, refreshing finish.
"
WESTMALLE - TRIPEL,Belgium,$5.79,/product/161863,9.5%,Belgian Ale,Import Beer,No info
WHISTLER - BEAR PAW HONEY LAGER CAN,Canada,$11.79,/product/602326,5%,Other,Domestic Beer - BC Craft Beer,"Experience a unique award winning refreshing lager with pleasant aromas of honey and the taste of silky smooth honey on the finish.  It's a very unique lager experience.
"
WHISTLER - CHESTNUT ALE,Canada,$11.99,/product/761809,5%,Pale Ale,Domestic Beer - BC Craft Beer,No info
WHISTLER - FORAGER GLUTEN FREE,Canada,$14.79,/product/430652,5%,Gluten-free,Domestic Beer - BC Craft Beer,"This golden amber lager was created with a grist of sorghum and rice. It’s hop-forward and full of character containing no adjuncts, preservatives or artificial additives. Each batch is tested to ensure it is gluten-free and safe for consumption by people with gluten intolerances. 
"
WHISTLER - FUNCTION JUNCTION PALE ALE TALL CAN,Canada,$2.29,/product/198932,4.8%,Pale Ale,Domestic Beer - BC Craft Beer,"A North American Pale Ale that is refreshing and hoppy yet with a nice malt balance. This clean, approachable ale features seven varieties of hops from the new world and old, making this a true seasonable pale ale all year round.
"
WHISTLER - MIGHTY 90 PALE ALE CAN,Canada,$9.79,/product/112069,4%,Pale Ale,Domestic Beer - BC Craft Beer,"Mighty Great Taste - Only 90 Calories!  A beer without compromise on taste, nor a calorie overload.  And so, here's Mighty 90!  A mighty tasty ale with only 90 calories and 3 grams of carbs!  That's about half the calories and carbs of a regular pale ale.
"
WHISTLER - RAMBLER PACK CANS 2,Canada,$21.79,/product/15217,5%,No info,Domestic Beer - BC Craft Beer,No info
WIDMER OMISSION PALE ALE,USA,$16.29,/product/222786,5.8%,Other,Import Beer,"This product is fermented from grains containing gluten and [processed or treated or crafted] to remove gluten. The gluten content of this product cannot be verified, and this product may contain gluten. Brewed to showcase the Cascade hop profile, its floral aroma is complemented by caramel malt body, making for a delicious craft beer. 2016 Great International Beer and Cider Competition Gold Winner."
WYCHWOOD - HOBGOBLIN ALE,United Kingdom,$2.29,/product/409649,4.5%,Bitter,Import Beer,"Hobgoblin is the flagship beer from Wychwood Brewery, traditionally brewed to produce a wonderfully well-balanced blend of smooth, rich and satisfying flavours from chocolate and crystal malts, combined with a crisp, refreshing bitterness from Styrian, Goldings and Fuggles hops.
"
YANJING TALL CAN,China,$2.19,/product/577551,5%,Lager,Import Beer,"Yanjing is a clean and refreshing rice beer made with natural mineral water.
"
YELLOW DOG - CHASE MY TAIL PALE ALE TALL CAN,Canada,$12.29,/product/66753,5.2%,Pale Ale,Domestic Beer - BC Craft Beer,A gooey cheese pizza calls for a refreshing pale ale. The slight bitterness from the hops will balance the flavours of the pizza and help to cleanse the palate between bites. Yellow Dog's pale ale is an excellent example of why this Port Moody brewery has developed such a loyal following.
YELLOW DOG - PLAY DEAD IPA TALL CAN,Canada,$12.79,/product/5629,6.5%,India Pale Ale,Domestic Beer - BC Craft Beer,"This approachable and refreshing IPA has an initial slight bitterness followed by robust hop flavours and aromas. Our hop combinations provide very present tropical fruit flavours smoothed out with a nice dry finish. But don't be fooled, this beer packs a punch.
"
YELLOW DOG BREWING - HIGH 5 HAZY IPA CAN,Canada,$13.29,/product/26498,6.8%,India Pale Ale,Domestic Beer - BC Craft Beer,"The beer is slightly hazy in appearance and provides flavors of mango and grapefruit with a balanced, piney resinous finish.
"
YELLOW DOG BREWING - SQUIRREL CHASER HAZY PALE ALE CAN,Canada,$13.49,/product/185333,5.2%,Pale Ale,Domestic Beer - BC Craft Beer,No info
