name,country,price,sku_link,alc,style,beer_type,desc
LABATT - LUCKY LAGER 24 CAN,Canada,$35.99,/product/156315,5%,Lager,Domestic Beer - National Domestic Beer,"Lucky has been quality brewed in the tradition of a classic Canadian lager since 1934. With no preservatives, only 4.8% alcohol, Lucky is a lighter tasting, easy drinking beer that has stood the test of time.
"
LABATT - LUCKY LAGER 36 CAN,Canada,$48.99,/product/165832,4.8%,Lager,Domestic Beer - National Domestic Beer,"Lucky has been quality brewed in the tradition of a classic Canadian lager since 1934. With no preservatives, only 4.8% alcohol, Lucky is a lighter tasting, easy-drinking beer that has stood the test of time.
"
LABATT - LUCKY LAGER CAN,Canada,$12.99,/product/687491,5%,Lager,Domestic Beer - National Domestic Beer,"Lucky has been quality brewed in the tradition of a classic Canadian lager since 1934. With no preservatives, only 4.8% alcohol, Lucky is a lighter tasting, easy drinking beer that has stood the test of time.
"
LABATT - LUCKY LAGER CAN,Canada,$22.99,/product/682930,5%,Lager,Domestic Beer - National Domestic Beer,"Lucky has been quality brewed in the tradition of a classic Canadian lager since 1934. With no preservatives, 5% alcohol, Lucky is a lighter tasting, easy drinking beer that has stood the test of time."
LABATT - MICHELOB ULTRA 6 CAN,Canada,$10.99,/product/132010,4%,Lager,Domestic Beer - National Domestic Beer,No info
LABATT - WILDCAT LAGER CAN,Canada,$7.99,/product/861245,6.1%,Lager,Domestic Beer - National Domestic Beer,"Wildcat is a popular priced, quality lager introduced in 1993. Conventional brewing processes are used to produce a quality, mainstream lager using corn adjunct to deliver a light, dry flavour.
"
LABATT - WILDCAT STRONG CAN,Canada,$19.99,/product/905646,6.1%,Lager,Domestic Beer - National Domestic Beer,"Wildcat is a popular priced, quality lager introduced in 1993. Conventional brewing processes are used to produce a quality, mainstream lager using corn adjunct to deliver a light, dry flavour.
"
LAGUNITAS - IPA,USA,$12.99,/product/641167,5.7%,India Pale Ale,Import Beer,"A well-rounded, highly drinkable IPA. A bit of caramel malt barely provides the richness that mellows out the 'twang' of the hops.
"
LAKEFRONT - NEW GRIST GLUTEN FREE,USA,$14.99,/product/897967,5.1%,Gluten-free,Import Beer,"100% Gluten free crisp, refreshing session ale for celiacs. It pours a brilliant gold colour, crisp and refreshing, fruity and smooth at the same time. Hints of green apple slice through the maltiness of the sorghum, making this an extremely quaffable beer.
"
LEFFE BLONDE,Belgium,$14.29,/product/315457,6.6%,Blonde Ale,Import Beer,"The Leffe Blonde is golden in colour, spicy, with a faintly clove like aroma. It is full-bodied, with a delicate sweetness and flavour balance.
"
LIGHTHOUSE - GHOST SHIP HAZY IPA TALL CAN,Canada,$13.79,/product/179297,6%,India Pale Ale,Domestic Beer - BC Craft Beer,"A Hazy IPA with juicy and fruity hop aromas and flavour and a clean, crisp finish.
"
LIGHTHOUSE - RACE ROCKS ALE CAN,Canada,$12.49,/product/128892,5.2%,Amber Ale,Domestic Beer - BC Craft Beer,"This hearty Scottish-style amber is Lighthouse's flagship ale, proudly brewed since 1998. Race Rocks Ale is a bold, flavourful ale with subtle notes of caramel and chocolate, and a clean finish. 
"
LIGHTHOUSE - SEAPORT VANILLA STOUT,Canada,$6.29,/product/503888,5.5%,Stout,Domestic Beer - BC Craft Beer,No info
LIGHTHOUSE - SHIPWRECK IPA CAN,Canada,$12.79,/product/97105,6.5%,Other,Domestic Beer - BC Craft Beer,"Shipwreck is a true West Coast-style, hop-forward IPA with a little down-under to a it. This unique combination of norhtern and southern hemisphere hops delivers a perfectly balanced beer with stone fruit and citrus notes, and a decidedly refreshing finish.
"
LIGHTHOUSE BREWING COMPANY - CAN MIXER PACK,Canada,$22.79,/product/848044,6.5%,Variety Pack,Domestic Beer - BC Craft Beer,"Discover what treasure awaits in our new can mixer pack, featuring 3 each of carefully crafted ales and lagers: Race Rocks Ale, Shipwreck IPA, Citrus Shore Session Ale, Company Lager.
"
LIGHTHOUSE BREWING COMPANY - CLOUDBURST HEFEWEIZEN,Canada,$6.29,/product/101986,5.2%,Wheat,Domestic Beer - BC Craft Beer,"Cloudburst is hazy with a large white head, well carbonated, yeasty aroma of clove, banana and wheat. Flavourful and complex with banana and spice hung on a bready malt backbone. A refreshing classic.
"
LIGHTHOUSE BREWING COMPANY - NIGHTWATCH COFFEE LAGER BOTTLE,Canada,$6.29,/product/121283,5%,Lager,Domestic Beer - BC Craft Beer,"Locally produced cold brew coffee and crisp, clean, craft lager are blended seamlessly to create a one of a kind, delicious beer.
"
LITTLE CREATURES PALE ALE,Australia,$15.29,/product/616722,5.2%,Pale Ale,Import Beer,"This is a hop-driven pale ale bursting with flavour and aroma. Full-bodied yet refreshing, the bitter finish will leave your tastebuds craving more.
"
LONGWOOD BREWERY - FULL PATCH PUMPKIN ALE TALL CAN,Canada,$4.09,/product/134885,9%,Saison,Domestic Beer - BC Craft Beer,No info
LOWENBRAU - 473ML CAN,Canada,$2.29,/product/741983,5.2%,Lager,Domestic Beer - National Domestic Beer,"A premium German-style lager dating back to 1383 and the official beer of Munich's Oktoberfest. It's distinguished by its pale gold colour, soft malt and grain flavour, and clean, refreshing hop finish.
"
MARTENS PILSENER TALL CAN,Belgium,$7.79,/product/161273,5%,Pilsner,Import Beer,"Martens Pilsener has a notable hop aroma and crisp hoppy notes. There are sweet, pale malt notes and a firm, rounded body. The finish is smooth with a very slight bitterness. 
"
MCAUSLAN - ST AMBROISE PUMPKIN ALE,Canada,$8.49,/product/161463,5%,Fruit Ale,Domestic Beer - Outside of BC Beer,No info
MCEWAN'S - SCOTCH ALE,United Kingdom,$13.29,/product/892703,8%,Scotch Ale,Import Beer,"This Scotch ale is smooth and full-bodied with pumpernickel bread, toffee, roasted malt and a hint of dried fruit on the palate. 
"
MICHELOB - ULTRA PIN IN-CASE 15 CAN,Canada,$26.29,/product/73026,4%,Lager,Domestic Beer - National Domestic Beer,No info
MICHELOB - ULTRA SLEEK 24 CAN,Canada,$39.99,/product/236585,4%,Lager,Domestic Beer - National Domestic Beer,No info
MICHELOB - ULTRA SLEEK CAN,Canada,$25.99,/product/233737,4%,Lager,Domestic Beer - National Domestic Beer,"An American Light Lager with 90 calories and 2.6 g of carbohydrates per bottle. Light golden in colour with subtle notes of citrus, this low-carb light lager is made from two-row Munich malts and European select hops for a clean, refreshing body and finish.
"
MICKEY'S,USA,$22.79,/product/463836,5.5%,Other,Import Beer,"The colour is golden, the taste is full-bodied and moderately bitter with a clean aftertaste.
"
MILL STREET - ORIGINAL ORGANIC LAGER 6 CAN,Canada,$11.99,/product/84109,4.2%,Lager,Domestic Beer - National Domestic Beer,No info
MILLER - HIGH LIFE,USA,$19.29,/product/263599,4.6%,Lager,Import Beer,"Miller High Life represents how American-style lagers were born to be. It was created as a perfect balance of flavour and refreshment and has remained so since 1903. It embodies a simplicity, purity and integrity typically associated with products that are expensive and ultra-premium – yet it remains widely available and economically priced.
"
MILLER - HIGH LIFE CAN,Canada,$20.99,/product/120799,4.6%,Lager,Domestic Beer - National Domestic Beer,"Brewed with light-stable hops so quality is not compromised when served in a clear glass bottle. The colour is golden and bright with creamy foam and visible effervescence. On the nose, it is low to moderate bready with a fruity aroma and a slight hop character. The taste is malty with a slight sweetness balanced by a moderate bitterness and medium body. The finish is crisp with a smooth aftertaste.
"
MILLER GENUINE DRAFT,Canada,$31.79,/product/145210,4.7%,Lager,Domestic Beer - National Domestic Beer,"Miller Genuine Draft delivers a clean and crisp taste through its proprietary ""four x cold filtered"" brewing process. Golden straw in colour with lively foam and an aroma of hop fruitiness with notes of fresh bread and a taste of malt, slight sweetness and low bitterness. Miller Genuine Draft has a light to medium body delivering the ultimate smooth beer. The result is a crisp and clean finish leaving very little aftertaste.  
"
MILLER GENUINE DRAFT,Canada,$19.99,/product/145207,4.7%,Lager,Domestic Beer - National Domestic Beer,"Miller Genuine Draft delivers a clean and crisp taste through its proprietary ""four x cold filtered"" brewing process. Golden straw in colour with lively foam and an aroma of hop fruitiness with notes of fresh bread and a taste of malt, slight sweetness and low bitterness. Miller Genuine Draft has a light to medium body delivering the ultimate smooth beer. The result is a crisp and clean finish leaving very little aftertaste.  
"
MILLER GENUINE DRAFT,Canada,$47.49,/product/145213,4.7%,Lager,Domestic Beer - National Domestic Beer,"Miller Genuine Draft delivers a clean and crisp taste through its proprietary ""four x cold filtered"" brewing process. Golden straw in colour with lively foam and an aroma of hop fruitiness with notes of fresh bread and a taste of malt, slight sweetness and low bitterness. Miller Genuine Draft has a light to medium body delivering the ultimate smooth beer. The result is a crisp and clean finish leaving very little aftertaste.  
"
MILLER GENUINE DRAFT,Canada,$11.49,/product/145216,4.7%,Lager,Domestic Beer - National Domestic Beer,"Miller Genuine Draft delivers a clean and crisp taste through its proprietary ""four x cold filtered"" brewing process. Golden straw in colour with lively foam and an aroma of hop fruitiness with notes of fresh bread and a taste of malt, slight sweetness and low bitterness. Miller Genuine Draft has a light to medium body delivering the ultimate smooth beer. The result is a crisp and clean finish leaving very little aftertaste.  
"
MILLER GENUINE DRAFT CAN,Canada,$25.99,/product/695023,4.7%,Lager,Domestic Beer - National Domestic Beer,"Miller Genuine Draft delivers a clean and crisp taste through its proprietary ""four x cold filtered"" brewing process. Golden straw in colour with lively foam and an aroma of hop fruitiness with notes of fresh bread and a taste of malt, slight sweetness and low bitterness. Miller Genuine Draft has a light to medium body delivering the ultimate smooth beer. The result is a crisp and clean finish leaving very little aftertaste.  
"
MILLER LITE - MINI CAN,Canada,$4.99,/product/37773,4%,Lager,Domestic Beer - National Domestic Beer,No info
MILLER LITE CAN,Canada,$26.29,/product/145222,4%,Lager,Domestic Beer - National Domestic Beer,"Miller Lite delivers more golden colour, hops, aroma and satisfying taste than anyone would expect in a light beer. With a pale yellow, bright golden quality, Miller Lite has the aroma of malt with a clean, fruity nose. The taste is well-balanced with low bitterness, light body and effervescent carbonation leaving a crisp, smooth finish with little aftertaste. 
"
MODELO ESPECIAL,Mexico,$22.99,/product/689018,4.4%,Pilsner,Import Beer,"Modelo Especial is made with filtered water, malted barley, hops, corn and yeast. Modelo Especial is a rich, full-flavoured pilsner beer brewed with premium two-row barley malt that gives it a slightly sweet, well-balanced taste with a light hops character and crisp finish. 
"
MOLSON - BLACK LABEL SUPREME CAN,Canada,$7.99,/product/696682,8%,Other,Domestic Beer - National Domestic Beer,"Pleasant malt character with a light sweetness.
"
MOLSON - CANADIAN,Canada,$30.99,/product/904375,5%,Lager,Domestic Beer - National Domestic Beer,"Molson Canadian is made from the best this land has to offer: Canadian water, prairie barley, and no preservatives. The result is a beer as clean crisp and fresh as the country it comes from. Molson Canadian. Made from Canada.
"
MOLSON - CANADIAN,Canada,$20.99,/product/900118,5%,Lager,Domestic Beer - National Domestic Beer,"Molson Canadian is made from the best this land has to offer: Canadian water, prairie barley, and no preservatives. The result is a beer as clean crisp and fresh as the country it comes from. Molson Canadian. Made from Canada.
"
MOLSON - CANADIAN CAN,Canada,$13.29,/product/104083,5%,Pilsner,Domestic Beer - National Domestic Beer,No info
MOLSON - CANADIAN CAN,Canada,$3.49,/product/127563,5%,Lager,Domestic Beer - National Domestic Beer,"Molson Canadian is made from the best this land has to offer: Canadian water, prairie barley, and no preservatives. The result is a beer as clean crisp and fresh as the country it comes from. Molson Canadian. Made from Canada.
"
MOLSON - CANADIAN CAN,Canada,$50.29,/product/447052,5%,Lager,Domestic Beer - National Domestic Beer,"A real Canadian beer with the perfect balance of Prairie malt sweetness and refreshing hop bitterness.
"
MOLSON - CANADIAN CAN,Canada,$36.29,/product/905844,5%,Lager,Domestic Beer - National Domestic Beer,"Molson Canadian is made from the best this land has to offer: Canadian water, prairie barley, and no preservatives. The result is a beer as clean crisp and fresh as the country it comes from. Molson Canadian. Made from Canada.
"
MOLSON - CANADIAN CAN,Canada,$23.29,/product/923318,5%,Lager,Domestic Beer - National Domestic Beer,"Molson Canadian is made from the best this land has to offer: Canadian water, prairie barley, and no preservatives. The result is a beer as clean crisp and fresh as the country it comes from. Molson Canadian. Made from Canada.
"
MOLSON - CANADIAN GOLDEN,Canada,$3.49,/product/102140,5%,Lager,Domestic Beer - National Domestic Beer,No info
MOLSON - COORS LIGHT,Canada,$23.29,/product/906578,4%,Lager,Domestic Beer - National Domestic Beer,"Coors Light is lagered, filtered and packaged cold to ensure that every Coors Light is as refreshing and crisp as the Rockies themselves.
"
MOLSON - COORS LIGHT 'GREAT VALUE PACK' CAN,Canada,$12.79,/product/258053,4%,Lager,Domestic Beer - National Domestic Beer,"A classic light, sweet flavour, balanced with a clean hop finish.
"
MOLSON - COORS LIGHT CAN,Canada,$53.49,/product/236495,4%,Lager,Domestic Beer - National Domestic Beer,"Coors Light is lagered, filtered and packaged cold to ensure that every Coors Light is as refreshing and crisp as the Rockies themselves. Crafted using the finest malt and barley in Canada, paired with hop varieties that are selected for their delicate aromatic properties. Coors Light is a refreshing brew that is best served ice cold.
"
MOLSON - COORS LIGHT CAN,Canada,$13.99,/product/683748,4%,Lager,Domestic Beer - National Domestic Beer,No info
MOLSON - COORS LIGHT CAN,Canada,$38.99,/product/906644,4%,Lager,Domestic Beer - National Domestic Beer,"Coors Light is lagered, filtered and packaged cold to ensure that every Coors Light is as refreshing and crisp as the Rockies themselves.
"
MOLSON - COORS LIGHT CAN,Canada,$25.29,/product/929620,4%,Lager,Domestic Beer - National Domestic Beer,"Coors Light is lagered, filtered and packaged cold to ensure that every Coors Light is as refreshing and crisp as the Rockies themselves.
"
MOLSON - EXTRA OLD STOCK CAN,Canada,$8.29,/product/903393,5.65%,Other,Domestic Beer - National Domestic Beer,"Extra Old Stock holds a pleasant grain with a light sweetness. You'll enjoy a medium dry finish with a mild sweet aftertaste.
"
MOLSON - EXTRA OLD STOCK CAN,Canada,$19.99,/product/680876,5.65%,Other,Domestic Beer - National Domestic Beer,"Extra Old Stock holds a pleasant grain with a light sweetness. You'll enjoy a medium dry finish with a mild sweet aftertaste.
"
MOLSON - OLD STYLE PILSNER CAN,Canada,$10.49,/product/904540,5%,Pilsner,Domestic Beer - National Domestic Beer,"Staying true to it's Western Canada roots, Old Style Pilsner is a well-balanced, clean, crisp lager beer with medium body, smooth palate and distinctive hoppy aroma and finish.
"
MOLSON - OLD STYLE PILSNER CAN,Canada,$23.29,/product/929661,5%,Pilsner,Domestic Beer - National Domestic Beer,"Staying true to it's Western Canada roots, Old Style Pilsner is a well-balanced, clean, crisp lager beer with medium body, smooth palate and distinctive hoppy aroma and finish.
"
MOLSON - OLD STYLE PILSNER CAN,Canada,$36.29,/product/681155,5%,Pilsner,Domestic Beer - National Domestic Beer,"Staying true to it's Western Canada roots, Old Style Pilsner is a well-balanced, clean, crisp lager beer with medium body, smooth palate and distinctive hoppy aroma and finish.
"
MOLSON ULTRA CAN,Canada,$26.49,/product/102093,3%,Lager,Domestic Beer - National Domestic Beer,No info
MOODY ALES - LAVENDER SOUR TALL CAN,Canada,$13.49,/product/201985,4.9%,Sour,Domestic Beer - BC Craft Beer,"This easy drinking tart lavender ale offers big lavender aroma, a light lavender spiciness in the finish and drinks like lavender lemonade. Aged on local hand-screened lavender flowers from Windward Lavender Farm in Chilliwack.
"
MOODY ALES - PINEAPPLE HEFFEWEIZEN,Canada,$5.99,/product/633974,5%,Wheat,Domestic Beer - BC Craft Beer,"Mix together a classic german Hefeweizen, and pineapple juice and it adds up to sunshine. That's beer math. But enough studying for today - it's summertime. This beer may be cloudy, but the weather isn't, so go outside, enjoy the sun, and cool down with this sessionable, fruity, refreshing brew.
"
MOODY ALES - VIENNA LAGER,Canada,$5.59,/product/898874,5.5%,Dark Lager,Domestic Beer - BC Craft Beer,"This is a clean, refreshing, easy drinking amber lager perfect for late nights, winter days and sunny patios.    Pairs well with pork, chicken, kabobs, spicy foods, any style of wurst or European sausages and nutty desserts.
"
MOOSEHEAD - CRACKED CANOE CAN,Canada,$11.79,/product/22942,3.5%,Lager,Domestic Beer - National Domestic Beer,"Cracked Canoe is a light beer brewed with independent spirit and full-bodied taste. Aged longer to impart its unique flavour, unlike other light beers, Cracked Canoe offers the simplicity of a light lager without compromising on taste and only 90 calories! 
"
MOOSEHEAD LAGER,Canada,$23.29,/product/911404,5%,Lager,Domestic Beer - National Domestic Beer,"This golden lager is highly refreshing, offering a fine balance between malt sweetness and hop bitterness. Brewed with 100% Canadian two-row pale malt and Moosehead’s own lager yeast, Moosehead Lager is cool fermented and cold aged to impart its award-winning flavour.
"
MOOSEHEAD LAGER CAN,Canada,$24.79,/product/383414,5%,Lager,Domestic Beer - National Domestic Beer,"This golden lager is highly refreshing, offering a fine balance between malt sweetness and hop bitterness. Brewed with 100% Canadian two-row pale malt and Moosehead’s own lager yeast, Moosehead Lager is cool fermented and cold aged to impart its award-winning flavour.
"
MORLAND OLD SPECKLED HEN TALL CAN,United Kingdom,$9.79,/product/563601,5.2%,Pale Ale,Import Beer,"This English ale was brewed to celebrate the 50th anniversary of the MG car. Full, smooth and balanced, it's easy to drink and not too bitter.
"
MT BEGBIE - HIGH COUNTRY KOLSCH CAN,Canada,$11.79,/product/884858,4.5%,Kolsch,Domestic Beer - BC Craft Beer,"A pale, mildly hopped German Ale brewed with authentic Kolschbier yeast and wheat. Light and refreshing.
"
MT BEGBIE - NASTY HABIT IPA CAN,Canada,$12.49,/product/689885,6%,India Pale Ale,Domestic Beer - BC Craft Beer,"A generously hopped English IPA, balanced by a blend of rich specialty malts. Unfiltered with a spicy hop and citrus flavour.
"
MT BEGBIE - TALL TIMBER ALE CAN,Canada,$11.79,/product/292656,5.2%,Brown Ale,Domestic Beer - BC Craft Beer,"A dark, full-bodied English brown ale with rich malt flavour, caramel undertones and a slight residual sweetness.
"
NEGRA MODELO,Mexico,$14.29,/product/120501,5.3%,Dark Lager,Import Beer,"Negra Modelo has a distinctive flavour, good aroma amd a slight sweet taste. It delivers a unique blend of colour and endless effervescence, making it a truly easy drinking import beer.
"
NELSON - FACEPLANT ORGANIC WINTER ALE CAN,Canada,$12.79,/product/224881,6%,Brown Ale,Domestic Beer - BC Craft Beer,"Nelson Faceplant Winter Ale has a rich malty character with hints of brown sugar and molasses; strong but gentle on the palate. A Nelson tradition since 2003.
"
NELSON - HARVEST MOON ORGANIC HEMP ALE CAN,Canada,$12.79,/product/155036,5%,Kolsch,Domestic Beer - BC Craft Beer,"German Kolsch style ale with the addition of hand selected toasted Organic hemp seeds; cold conditioned on Kootenay time. Brewed with the finest organic malt, hops, fresh Nelson water and yeast with a twist of BC culture.
"
NELSON - HOOLIGAN PILSNER ORGANIC CAN,Canada,$12.79,/product/516146,5%,Pilsner,Domestic Beer - BC Craft Beer,"This certified Organic German-style pilsner has a delicate malt background with a crisp, clean finish. A proven BC favourite with 3 wins at BC Beer Awards. (1st Place 2016, 2nd Place 2017, and 1st Place 2018)
"
NELSON - WILD HONEY ORGANIC ALE CAN,Canada,$12.29,/product/864991,4.5%,Blonde Ale,Domestic Beer - BC Craft Beer,"This light malty organic ale is the beer that’s causing a buzz. Combining organic honey with specially chosen organic malted barley and organic hops Wild Honey is a golden ale that reflects the mountain experience.
"
NELSON BREWING COMPANY - BENT POLE ORGANIC IPA CAN,Canada,$12.79,/product/224472,6%,India Pale Ale,Domestic Beer - BC Craft Beer,"An unfiltered 100% Organic Northwest IPA that features a bouquet of pine, citrus and floral hop aroma and flavour. A nice, light malt background lends to maximum drinkability.
"
NELSON BREWING COMPANY - VALHALLA HAZY PALE ALE TALL CAN,Canada,$12.79,/product/1947,5.2%,Pale Ale,Domestic Beer - BC Craft Beer,"Late additions of Citra, Mosaic and Simcoe hops provide lots of tropical, citrus, and stone fruit flavour and aroma. Notes of passion fruit, peach, and tangerine are complimented by a soft mouthfeel.�
"
NEW BELGIUM - FAT TIRE AMBER ALE,Canada,$13.79,/product/784215,5.2%,Pale Ale,Domestic Beer - Outside of BC Beer,"Colorado's iconic amber ale, Fat Tire, is now made in Canada by Steam Whistle Brewing. This red ale shows aromas and flavours of green apple, fennel, toasted biscuit and nutty caramel that end in a subtly hoppy, dry finish. Pair with blue-cheese burgers or lamb kebabs.
"
NEWCASTLE BROWN ALE,United Kingdom,$13.99,/product/488460,5%,Brown Ale,Import Beer,"Newcastle Brown Ale is a reddish brown beer with a strong, fruity and full-bodied taste.
"
ODIN - GALACTIC SPACE DRAGON INDIA PALE ALE CAN,Canada,$12.99,/product/121001,6.5%,India Pale Ale,Domestic Beer - BC Craft Beer,"This beer is a juicy, hazy IPA, with lots of tropical notes with a smooth, low IBU taste. It is sweet for sessionability with the hop flavour needed from a 6.5% ABV IPA.
"
OFF THE RAIL BREWING - CLASSIC PALE ALE  CAN,Canada,$12.29,/product/19599,5%,Pale Ale,Domestic Beer - BC Craft Beer,No info
OKANAGAN SPRING - 1516 BAVARIAN LAGER CAN,Canada,$21.99,/product/479725,5%,Lager,Domestic Beer - National Domestic Beer,"Made with just 4 natural ingredients, 1516 is a smooth, no-nonsense kind of lager, from a much less serious kind of place.
"
OKANAGAN SPRING - 1516 BAVARIAN LAGER CAN,Canada,$12.29,/product/632083,5%,Other,Domestic Beer - National Domestic Beer,"Made with just 4 natural ingredients, 1516 is a smooth, no-nonsense kind of lager, from a much less serious kind of place.
"
OKANAGAN SPRING - COLLECTIONS CAN,Canada,$22.49,/product/801209,5%,Variety Pack,Domestic Beer - National Domestic Beer,"Winter is meant for exploring and we take that to heart with our Winter Mix Pack by providing four great brews. In the mix is our 1516 Lager, Pale Ale, Ghost Trail Dark Lager and our new Okanagan inspired seasonal brew, Winterland Orange Cranberry Ale.
"
OKANAGAN SPRING - PALE ALE CAN,Canada,$22.49,/product/681858,5%,Pale Ale,Domestic Beer - National Domestic Beer,"Not too bitter, just smooth enough, with a nice amber colour. 
"
OKANAGAN SPRING - PORTER CAN,Canada,$12.29,/product/69380,8.5%,Porter,Domestic Beer - National Domestic Beer,"Our darkest, richest, most flavourful beer,this Porter goes the extra mile. Creamy and deep-roasted, this one�s for those who like their beer a little bolder."
OKANAGAN SPRING - WINTERLAND ORANGE CRANBERRY ALE CAN,Canada,$12.29,/product/28495,4.8%,Amber Ale,Domestic Beer - National Domestic Beer,"The starting point of this flavourful seasonal beer is an authentic amber ale, featuring a moderately sweet malt profile with slight hoppy undertones. The addition of distinctive fruit flavours including fresh bright oranges and tart cranberries brings this brew to a whole other level, resulting in a perfect balance of sweet and tart.
"
OLD YALE BREWING - CRAFT COOLER PACK CAN,Canada,$23.79,/product/656801,5%,Variety Pack,Domestic Beer - BC Craft Beer,"""Old Yale Brewing's Craft Cooler is the perfect companion for all your adventures. Inside you will find 12 hand-crafted, premium beers; 3 of each of their Knotty Blonde Ale, Moon Dance Mango Wheat, Off Trail Pale Ale and West Coast IPA. ""
"
OLD YALE BREWING - GIN FIZZ CITRUS SOUR,Canada,$6.29,/product/101447,5%,Sour,Domestic Beer - BC Craft Beer,No info
OLD YALE BREWING - MOON DANCE MANGO WHEAT CAN,Canada,$12.99,/product/555250,5%,Wheat,Domestic Beer - BC Craft Beer,"Brewed with thousands of vine ripened Mangos, our Moon Dance Mango Wheat is hand-crafted to have an incredibly smooth texture which allows the vibrant, tropical mango flavour to shine through. 
"
OSKAR BLUES - DALE'S PALE ALE TALL CAN,USA,$2.99,/product/166825,6.5%,Pale Ale,Import Beer,"Dale’s Pale Ale is a defiant, proud, voluminously hopped pale ale. If you’re looking for a fistful of flavour, look no further than this hopped-up trail ride. It delivers a hoppy nose and assertive-but-balanced flavors of pale malts and citrusy floral hops from the first sip to the final swig (6.5 % ABV and 65 IBUs). Dale’s Pale Ale is the beer that started it all.
"
PABST BLUE RIBBON - CAN,Canada,$33.79,/product/33170,4.9%,Lager,Domestic Beer - National Domestic Beer,"The Original Pabst Blue Ribbon beer uses the choicest of nature’s products to provide its prized flavour. The original smoothness goes down easy – without even a hint of bitter aftertaste.
"
PACIFIC WESTERN - CANTERBURY DARK MILD CAN,Canada,$19.29,/product/929141,5%,Dark Lager,Domestic Beer - BC Craft Beer,"Canterbury is a classically brewed beer featuring a smooth, mature taste to complement its bold, rich colour. While retaining a lager’s traditional fresh finish this extraordinary dark mild is a tad sweeter than a Pilsner. It is appealing to every palate
"
PACIFIC WESTERN - CARIBOO BLONDE CAN,Canada,$8.49,/product/364679,5.5%,Blonde Ale,Domestic Beer - BC Craft Beer,"Cariboo Blonde is an easy drinking, all-season lager that is white gold in color with a crisp, light malt finish. Pair with full bodied sunshine and nice racks of well done BBQ ribs.
"
PACIFIC WESTERN - CARIBOO GENUINE DRAFT CAN,Canada,$25.79,/product/110205,5.5%,Lager,Domestic Beer - BC Craft Beer,"Cariboo Genuine Draft is a well balanced, straw-colored lager offering a slight malty flavour with some residual sweetness and a crisp, clean finish. The key ingredient is pure spring water so clean you can taste the goodness. 
"
PACIFIC WESTERN - CARIBOO GENUINE DRAFT CAN,Canada,$8.49,/product/63149,5.5%,Lager,Domestic Beer - BC Craft Beer,"Cariboo Genuine Draft is a well balanced, straw-colored lager offering a slight malty flavour with some residual sweetness and a crisp, clean finish. The key ingredient is pure spring water so clean you can taste the goodness.
"
PACIFIC WESTERN - CARIBOO GENUINE DRAFT CAN,Canada,$16.49,/product/361527,5.5%,Lager,Domestic Beer - BC Craft Beer,"Cariboo Genuine Draft is a well balanced, straw-colored lager offering a slight malty flavour with some residual sweetness and a crisp, clean finish. The key ingredient is pure spring water so clean you can taste the goodness.
"
PACIFIC WESTERN - CARIBOO HONEY LAGER CAN,Canada,$8.49,/product/131854,5.5%,Lager,Domestic Beer - BC Craft Beer,"With just a hint of honey, Cariboo Honey offers a nice medium body that will leave you tracing your glass with your finger, craving for more. We have  crafted a lager with just a hint of sweetness, not an overbearing honey flavor. 
"
PACIFIC WESTERN - CARIBOO MALT CAN,Canada,$7.79,/product/888990,8%,Other,Domestic Beer - BC Craft Beer,"A heavyweight beer hailing from Northern British Columbia, Cariboo Malt is made with choice Canadian grains and hops, and our signature pure spring water
"
PACIFIC WESTERN - IRONHORSE ORIGINAL CAN,Canada,$7.79,/product/922633,6.4%,Lager,Domestic Beer - BC Craft Beer,"Ironhorse is an extremely easy-drinking beer that goes well with food. Its rich, complex taste with suggestions of tartness will appeal to the gourmet who appreciates a brew that does more than satisfy a thirst.
"
PACIFIC WESTERN - PACIFIC PILSNER CAN,Canada,$30.79,/product/188342,5%,Pilsner,Domestic Beer - BC Craft Beer,"Pacific Pilsner, brewed with pure spring water, features the tart delicate flavour of a Canadian malt perfectly balanced with the bitterness of Saaz hops. With just a hint of citrus, this easy drinking Pilsner is sure to satisfy.
"
PACIFIC WESTERN - PACIFIC PILSNER CAN,Canada,$19.49,/product/729665,5%,Pilsner,Domestic Beer - BC Craft Beer,"Pacific Pilsner, brewed with pure spring water, features the tart delicate flavour of a Canadian malt perfectly balanced with the bitterness of Saaz hops. With just a hint of citrus, this easy drinking Pilsner is sure to satisfy
"
PACIFIC WESTERN - PACIFIC PILSNER CAN,Canada,$8.49,/product/905000,5%,Pilsner,Domestic Beer - BC Craft Beer,"Pacific Pilsner, brewed with pure spring water, features the tart delicate flavour of a Canadian malt perfectly balanced with the bitterness of Saaz hops. With just a hint of citrus, this easy drinking Pilsner is sure to satisfy.
"
PACIFICO CLARA,Mexico,$14.29,/product/262626,4.6%,Pilsner,Import Beer,"This light-bodied beer has a clean combination of black licorice or peppery/ spicy type ester character, a citrus fruity hop character with a slight malty aftertaste. "
PADERBORNER - PILSENER TALL CAN,Germany,$2.39,/product/81383,4.8%,Pilsner,Import Beer,"Clear, bright appearance with a fine pored white head. Strong golden yellow colour. Fresh and sparkling flavour, sligthly aromatic and pleasantly bitter.
"
